产线编号,批次号,产品名称,单据装箱数,单据扫码数,箱码成功数,箱码失败数,瓶码扫描数,分箱数,漏读箱码数,瓶码识读率,箱码识读率,生产状态
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产中
01,1704132,普通纯生600瓶,15245,200023,5258,29,63287,5287,0,99.752537671017%,99.4514847739739%,生产结束
