产线编号,批次号,产品名称,单据装箱数,单据扫码数,箱码成功数,箱码失败数,瓶码扫描数,分箱数,漏读箱码数,瓶码识读率,箱码识读率,生产状态
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产中
01,1704132,普通纯生600瓶,9987,136736,0,0,48,0,0,,,生产结束
